,Hymn Number,Hymn Title,Hymn Text
194,S126," Holy, holy, holy Lord, God of power and might","oly, holy, holy Lord,
God of power and might,
heaven and earth are full of your glory.
Hosanna in the highest.
Blessed is he who comes in the name of the Lord.
Hosanna in the highest.
Hosanna in the highest."
195,127, Earth has many a noble city,". Earth has many a noble city;
Bethlehem, thou dost all excel:
out of thee the Lord from heaven
came to rule his Israel.. Fairer than the sun at morning
was the star that told his birth,
to the world its God announcing
seen in fleshly form on earth.. Eastern sages at his cradle
make oblations rich and rare;
see them give, in deep devotion,
gold and frankincense and myrrh. Sacred gifts of mystic meaning:
incense doth their God disclose,
gold the King of kings proclaimeth,
myrrh his sepulcher foreshows. Jesus, whom the Gentiles worshiped
at thy glad epiphany,
unto thee, with God the Father
and the Spirit, glory be."
196,S127," Holy, holy, holy Lord, God of power and might","oly, holy, holy Lord,
God of power and might,
heaven and earth are full of your glory.
Hosanna in the highest.
Blessed is he who comes in the name of the Lord.
Hosanna in the highest."
197,128, We three kings of Orient are,". We three kings of Orient are,
bearing gifts we traverse afar,
field and fountain,
moor and mountain,
following yonder star.efrain:
O star of wonder, star of night,
star with royal beauty bright;
westward leading,
still proceeding,
guide us to thy perfect light!. Born a King on Bethlehem's plain,
gold I bring to crown him again,
King for ever,
ceasing never
over us all to reign. [Refrain]. Frankincense to offer have I:
incense owns a Deity nigh;
prayer and praising,
gladly raising,
worship him, God Most High. [Refrain]. Myrrh is mine; its bitter perfume
breathes a life of gathering gloom;
sorrowing, sighing,
bleeding, dying,
sealed in the stone-cold tomb. [Refrain]. Glorious now behold him arise,
King and God and Sacrifice;
heaven sings alleluia:
alleluia
the earth replies. [Refrain]"
198,S128," Holy, holy, holy Lord, God of power and might","oly, holy, holy Lord,
God of power and might,
heaven and earth are full of your glory.
Hosanna in the highest.
Blessed is he who comes in the name of the Lord.
Hosanna in the highest."
199,129, Christ upon the mountain peak,
200,S129," Holy, holy, holy Lord, God of power and might","oly, holy, holy Lord,
God of power and might,
heaven and earth are full of your glory.
Hosanna in the highest.
Blessed is he who comes in the name of the Lord.
Hosanna in the highest."
201,130, Christ upon the mountain peak,". Christ upon the mountain peak
stands alone in glory blazing;
let us, if we dare to speak,
with the saints and angels praise him.
Alleluia!. Trembling at his feet we saw
Moses and Elijah speaking.
All the prophets and the Law
shout through them their joyful greeting.
Alleluia!. Swift the cloud of glory came.
God proclaiming in its thunder
Jesus as his Son by name!
Nations cry aloud in wonder!
Alleluia!. This is God's beloved Son!
Law and prophets fade before him;
first and last and only One,
let creation now adore him!
Alleluia!"
202,S130," Holy, holy, holy Lord, God of power and might","oly, holy, holy Lord,
God of power and might,
Holy, holy, holy Lord,
God of power and might,
heaven and earth are full,
full of your glory.
Hosanna in the highest.
Hosanna in the highest.
Blessed is he who comes in the name of the Lord.
Hosanna in the highest.
Hosanna in the highest."
203,131, When Christ's appearing was made known,
204,132, When Christ's appearing was made known,
205,133," O Light of Light, Love given birth",". O Light of light, Love given birth;
Jesus, Redeemer of the earth:
more bright than day your face did show,
your raiment whiter than the snow.. Two prophets, who had faith to see,
with your elect found company;
the heavens above your glory named,
the Father's voice his Son proclaimed;. May all who seek to praise aright
through purer lives show forth your light.
To you, the King of glory, now
all faithful hearts adoring bow."
206,S133, Therefore we proclaim the mystery of faith,"herefore we proclaim the mystery of faith:
Christ has died. Christ is risen. Christ will come again."
207,134," O Light of Light, Love given birth",". O Light of light, Love given birth;
Jesus, Redeemer of the earth:
more bright than day your face did show,
your raiment whiter than the snow.. Two prophets, who had faith to see,
with your elect found company;
the heavens above your glory named,
the Father's voice his Son proclaimed;. May all who seek to praise aright
through purer lives show forth your light.
To you, the King of glory, now
all faithful hearts adoring bow."
208,S134, Christ has died,"hrist has died.
Christ is risen.
Christ will come again."
209,135, Songs of thankfulness and praise,
210,136, O wondrous type! O vision fair,". O wondrous type! O vision fair
of glory that the Church may share,
which Christ upon the mountain shows,
where brighter than the sun he glows!. With Moses and Elijah nigh
the incarnate Lord holds converse high;
and from the cloud, the Holy One
bears record to the only Son.. With shining face and bright array,
Christ deigns to manifest today
what glory shall be theirs above
who joy in God with perfect love.. And faithful hearts are raised on high
by this great vision's mystery;
for which in joyful strains we raise
the voice of prayer, the hymn of praise.. O Father, with the eternal Son,
and Holy Spirit, ever One,
vouchsafe to bring us by thy grace
to see thy glory face to face."
211,S136," Therefore, according to his command, O Father","herefore, according to his command, O Father,
We remember his death,
We proclaim his resurrection,
We await his coming in glory."
212,137, O wondrous type! O vision fair,". O wondrous type! O vision fair
of glory that the Church may share,
which Christ upon the mountain shows,
where brighter than the sun he glows!. With Moses and Elijah nigh
the incarnate Lord holds converse high;
and from the cloud, the Holy One
bears record to the only Son.. With shining face and bright array,
Christ deigns to manifest today
what glory shall be theirs above
who joy in God with perfect love.. And faithful hearts are raised on high
by this great vision's mystery;
for which in joyful strains we raise
the voice of prayer, the hymn of praise.. O Father, with the eternal Son,
and Holy Spirit, ever One,
vouchsafe to bring us by thy grace
to see thy glory face to face."
213,S137," Therefore, according to his command, O Father","herefore, according to his command, O Father,
We remember his death,
We proclaim his resurrection,
We await his coming in glory."
214,138," All praise to you, O Lord",". All praise to you, O Lord,
who by your mighty power
did manifest your glory forth
in Cana's marriage hour.. You speak, and it is done;
obedient to your word,
the water reddening into wine
proclaims the present Lord.. Oh, may this grace be ours:
in you always to live
and drink of those refreshing streams
which you alone can give.. So, led from strength to strength,
grant us, O Lord, to see
the marriage supper of the Lamb,
the great epiphany."
215,S138," Therefore, according to his command, O Father","herefore, according to his command, O Father,
We remember his death,
We proclaim his resurrection,
We await his coming in glory."
216,139, When Jesus went to Jordan's stream,
217,140," Wilt thou forgive that sin, where I begun",". Wilt thou forgive that sin, where I begun,
which is my sin, though it were done before?
Wilt thou forgive those sins through which I run,
and do run still, though still I do deplore?
When thou hast done, thou hast not done,
for I have more.. Wilt thou forgive that sin, by which I won
others to sin, and made my sin their door?
Wilt thou forgive that sin which I did shun
a year or two, but wallowed in a score?
When thou hast done, thou hast not done,
for I have more.. I have a sin of fear that when I've spun
my last thread, I shall perish on the shore;
swear by thyself, that at my death thy Son
shall shine as he shines now, and heretofore.
And having done that, thou hast done,
I fear no more."
218,S140," We praise you, we bless you","e praise you,
we bless you, we give thanks to you,
and we pray to you, Lord our God."
219,141," Wilt thou forgive that sin, where I begun",". Wilt thou forgive that sin, where I begun,
which is my sin, though it were done before?
Wilt thou forgive those sins through which I run,
and do run still, though still I do deplore?
When thou hast done, thou hast not done,
for I have more.. Wilt thou forgive that sin, by which I won
others to sin, and made my sin their door?
Wilt thou forgive that sin which I did shun
a year or two, but wallowed in a score?
When thou hast done, thou hast not done,
for I have more.. I have a sin of fear that when I've spun
my last thread, I shall perish on the shore;
swear by thyself, that at my death thy Son
shall shine as he shines now, and heretofore.
And having done that, thou hast done,
I fear no more."
220,S141," We praise you, we bless you","..we praise you and we bless you.
We praise you,
we bless you,
we give thanks to you,
and we pray to you,
Lord our God."
221,142," Lord, who throughout these forty days",". Lord, who throughout these forty days
for us didst fast and pray,
teach us with thee to mourn our sins,
and close by thee to stay.. As thou with Satan didst contend
and didst the victory win,
O give us strength in thee to fight,
in thee to conquer sin.. As thou didst hunger bear and thirst,
so teach us, gracious Lord,
to die to self, and chiefly live
by thy most holy word.. And through these days of penitence,
and through thy Passiontide,
yea, evermore, in life and death,
Jesus! with us abide.. Abide with us, that so, this life
of suffering overpast,
an Easter of unending joy
we may attain at last!"
222,142, Conclusian of Eucharistic Prayer and Amen,
223,143, The glory of these forty days,". The glory of these forty days
we celebrate with songs of praise;
for Christ, through whom all things were made,
himself has fasted and has prayed.. Alone and fasting Moses saw
the loving God who gave the law;
and to Elijah, fasting, came
the steeds and chariots of flame.. So Daniel trained his mystic sight,
delivered from the lions’ might;
and John, the Bridegroom’s friend, became
the herald of Messiah’s name.. Then grant us, Lord, like them to be
full oft in fast and prayer with thee;
our spirits strengthen with thy grace,
and give us joy to see thy face.. O Father, Son, and Spirit blest,
to thee be every prayer addressed,
who art in threefold Name adored,
from age to age, the only Lord."
224,143, Amen,
225,144," Lord Jesus, Sun of Righteousness",
226,145, Now quit your care and anxious fear and worry,
227,146, Now let us all with one accord,
228,147, Now let us all with one accord,
229,148, Creator of the earth and skies,
230,149," Eternal Lord of love, behold your Church",
231,150, Forty days and forty nights,". Forty days and forty nights
thou wast fasting in the wild;
forty days and forty nights
tempted, and yet undefiled.. Should not we thy sorrow share
and from worldly joys abstain,
fasting with unceasing prayer,
strong with thee to suffer pain?. Then if Satan on us press,
Jesus, Savior, hear our call!
Victor in the wilderness,
grant we may not faint or fall!. So shall we have peace divine:
holier gladness ours shall be;
round us, too, shall angels shine,
such as ministered to thee.. Keep, O keep us, Savior dear,
ever constant by thy side;
that with thee we may appear
at the eternal Eastertide."
232,S150, Our Father in heaven,"ur Father in heaven, hallowed be your Name,
your kingdom come, your will be done, on earth as in heaven.
Give us today our daily bread.
Forgive our sins
as we forgive those who sin against us.
Save us from the time of trial, and deliver us from evil.
For the kingdom, the power and the glory are yours,
now and for ever.
Amen."
233,151, From deepest woe I cry to thee,". From deepest woe I cry to thee;
Lord, hear me, I implore thee!
Bend down thy gracious ear to me;
I lay my sins before thee.
If thou rememberest every sin,
if nought but just reward we win,
could we abide thy presence?. Thou grantest pardon through thy love;
thy grace alone availeth.
Our works could ne'er our guilt remove;
yea, e'en the best life faileth.
For none may boast themselves of aught,
but must confess thy grace hath wrought
whate'er in them is worthy.. And thus my hope is in the Lord,
and not in my own merit;
I rest upon his faithful word
to them of contrite spirit.
That he is merciful and just,
here is my comfort and my trust;
his help I wait with patience."
234,S151, Fraction Anthem: Christ our Passover,"lleluia, alleluia, alleluia,
Alleluia, alleluia, alleluia.
Christ our Passover is sacrificed for us;
therefore let us keep the feast.
Alleluia, alleluia, alleluia"
235,152, Kind Maker of the world,
236,153, Liturgy of the Palms,
237,154, Thou art the King of Israel,"efrain:
All glory, laud, and honor
to thee, Redeemer, King!
to whom the lips of children
made sweet hosannas ring.. Thou art the King of Israel,
thou David's royal Son,
who in the Lord's Name comest,
the King and Blessed One. [Refrain]. The company of angels
is praising thee on high;
and we with all creation
in chorus make reply. [Refrain]. The people of the Hebrews
with palms before thee went;
our praise and prayer and anthems
before thee we present. [Refrain]. To thee before thy passion
they sang their hymns of praise;
to thee, now high exalted,
our melody we raise. [Refrain]. Thou didst accept their praises;
accept the prayers we bring,
who in all good delightest,
thou good and gracious King. [Refrain]"
238,S154, Fraction Anthem: Christ our Passover,"lleluia, alleluia, alleluia.
Christ our Passover is sacrificed for us;
therefore let us keep the feast.
Alleluia, alleluia, alleluia."
239,155, Thou art the King of Israel,"efrain:
All glory, laud, and honor
to thee, Redeemer, King!
to whom the lips of children
made sweet hosannas ring.. Thou art the King of Israel,
thou David's royal Son,
who in the Lord's Name comest,
the King and Blessed One. [Refrain]. The company of angels
is praising thee on high;
and we with all creation
in chorus make reply. [Refrain]. The people of the Hebrews
with palms before thee went;
our praise and prayer and anthems
before thee we present. [Refrain]. To thee before thy passion
they sang their hymns of praise;
to thee, now high exalted,
our melody we raise. [Refrain]. Thou didst accept their praises;
accept the prayers we bring,
who in all good delightest,
thou good and gracious King. [Refrain]"
240,S155, Fraction Anthem: Christ our Passover,"lleluia, alleluia, alleluia.
Christ our Passover is sacrificed for us;
therefore let us keep the feast.
Alleluia, alleluia, alleluia."
241,156, Ride on! ride on in majesty,". Ride on! ride on in majesty!
Hark! all the tribes hosanna cry;
thy humble beast pursues his road
with palms and scattered garments strowed.. Ride on! ride on in majesty!
In lowly pomp ride on to die;
O Christ, thy triumphs now begin
o'er captive death and conquered sin.. Ride on! ride on in majesty!
The angel armies of the sky
look down with sad and wondering eyes
to see the approaching sacrifice.. Ride on! ride on in majesty!
Thy last and fiercest strife is nigh;
the Father on his sapphire throne
expects his own anointed Son.. Ride on! ride on in majesty!
In lowly pomp ride on to die;
bow thy meek head to mortal pain,
then take, O God, thy power, and reign."
242,S156, Fraction Anthem: Christ our Passover,"hrist our Passover is sacrificed for us;
therefore let us keep the feast."
243,157, Open for me the gates of righteousness,"ntiphon:
Hosanna in the highest.
Blessed is he who comes in the name of the Lord.
Hosanna in the highest.pen for me the gates of righteousness;
I will enter them;
I will offer thanks to the Lord. [R]This is the gate of the Lord;
he who is righteous may enter."" [R] will give thanks to you, for you answered me
and have become my salvation. [R]he same stone which the builders rejected
has become the chief cornerstone. [R]his is the Lord's doing,
and it is marvelous in our eyes. [R]n this day the Lord has acted;
we will rejoice and be glad in it. [R]osanna, Lord, hosanna!
Lord, send us now success. [R]lessed is he who comes in the name of the Lord;
we bless you from the house of the Lord. [R]od is the Lord; he has shined upon us;
form a procession with branches up to the horns of the altar. [R]You are my God, and I will thank you;
You are my God, and I will exalt you."" [R]ive thanks to the Lord, for he is good;
his mercy endures forever. [R]osanna in the highest.
Blessed is he who comes in the name of the Lord.
Hosanna in the highest."
244,S157, Fraction Anthem: O Lamb of God," Lamb of God, that takest away the sins of the world,
have mercy upon us.
O Lamb of God, that takest away the sins of the world,
have mercy upon us.
O Lamb of God, that takest away the sins of the world,
grant us thy peace."
245,158," Ah, holy Jesus, how hast thou offended",". Ah, holy Jesus, how hast thou offended,
that man to judge thee hath in hate pretended?
By foes derided, by thine own rejected,
O most afflicted.. Who was the guilty? Who brought this upon thee?
Alas, my treason, Jesus, hath undone thee.
'Twas I, Lord Jesus, I it was denied thee:
I crucified thee.. Lo, the Good Shepherd for the sheep is offered;
the slave hath sinned, and the Son hath suffered;
for our atonement, while we nothing heeded,
God interceded.. For me, kind Jesus, was thy incarnation,
thy mortal sorrow, and thy life's oblation;
thy death of anguish and thy bitter passion,
for my salvation.. Therefore, kind Jesus, since I cannot pay thee,
I do adore thee, and will ever pray thee,
think on thy pity and thy love unswerving,
not my deserving."
246,S158, Fraction Anthem: O Lamb of God," Lamb of God, that takest away the sins of the world,
have mercy upon us.
O Lamb of God, that takest away the sins of the world,
have mercy upon us.
O Lamb of God, that takest away the sins of the world,
grant us thy peace."
247,159, At the cross her vigil keeping,
248,160," Cross of Jesus, cross of sorrow",". Cross of Jesus, cross of sorrow,
where the blood of Christ was shed,
perfect Man on thee did suffer,
perfect God on thee has bled!. Here the King of all the ages,
throned in light ere worlds could be,
robed in mortal flesh is dying,
crucified by sin for me.. O mysterious condescending!
O abandonment sublime!
Very God himself is bearing
all the sufferings of time!. Cross of Jesus, cross of sorrow,
where the blood of Christ was shed,
perfect Man on thee did suffer,
perfect God on thee has bled!"
249,S160, Fraction Anthem: Lamb of God,"amb of God, you take away the sins of the world:
have mercy on us.
Lamb of God, you take away the sins of the world:
have mercy onus.
Lamb of God, you take away the sins of the world:
grant us peace."
250,161, The flaming banners of our King,
251,162, The royal banners forward go,
252,163, Sunset to sunrise changes now,
253,164," Alone thou goest forth, O Lord",
254,165," Sing, my tongue, the glorious battle",". Sing, my tongue, the glorious battle;
of the mighty conflict sing;
tell the triumph of the victim,
to his cross thy tribute bring.
Jesus Christ, the world's Redeemer
from that cross now reigns as King.. Thirty years among us dwelling,
his appointed time fulfilled,
born for this, he meets his passion,
this the Savior freely willed:
on the cross the Lamb is lifted,
where his precious blood is spilled.. He endures the nails, the spitting,
vinegar, and spear, and reed;
from that holy body broken
blood and water forth proceed:
earth, and stars, and sky, and ocean,
by that flood from stain are freed.. Faithful cross! above all other,
one and only noble tree!
None in foliage, none in blossom,
none in fruit thy peer may be:
sweetest wood and sweetest iron!
sweetest weight is hung on thee.. Bend thy boughs, O tree of glory!
Thy relaxing sinews bend;
for awhile the ancient rigor
that thy birth bestowed, suspend;
and the King of heavenly beauty
gently on thine arms extend.. Praise and honor to the Father,
praise and honor to the Son,
praise and honor to the Spirit,
ever Three and ever One:
one in might and one in glory
while eternal ages run."
255,S165," Fraction Anthem: Jesus, Lamb of God","esus, Lamb of God:
have mercy on us.
Jesus, bearer of our sins:
have mercy on us.
Jesus, redeemer of the world:
give us your peace."
256,166," Sing, my tongue, the glorious battle",". Sing, my tongue, the glorious battle;
of the mighty conflict sing;
tell the triumph of the victim,
to his cross thy tribute bring.
Jesus Christ, the world's Redeemer
from that cross now reigns as King.. Thirty years among us dwelling,
his appointed time fulfilled,
born for this, he meets his passion,
this the Savior freely willed:
on the cross the Lamb is lifted,
where his precious blood is spilled.. He endures the nails, the spitting,
vinegar, and spear, and reed;
from that holy body broken
blood and water forth proceed:
earth, and stars, and sky, and ocean,
by that flood from stain are freed.. Faithful cross! above all other,
one and only noble tree!
None in foliage, none in blossom,
none in fruit thy peer may be:
sweetest wood and sweetest iron!
sweetest weight is hung on thee.. Bend thy boughs, O tree of glory!
Thy relaxing sinews bend;
for awhile the ancient rigor
that thy birth bestowed, suspend;
and the King of heavenly beauty
gently on thine arms extend.. Praise and honor to the Father,
praise and honor to the Son,
praise and honor to the Spirit,
ever Three and ever One:
one in might and one in glory
while eternal ages run."
257,S166," Fraction Anthem: Jesus, Lamb of God","esus, Lamb of God:
have mercy on us.
Jesus, bearer of our sins:
have mercy on us.
Jesus, redeemer of the world:
give us your peace."
258,167, There is a green hill far away,". There is a green hill far away,
outside a city wall,
where our dear Lord was crucified
who died to save us all.. We may not know, we cannot tell,
what pains he had to bear,
but we believe it was for us
he hung and suffered there.. He died that we might be forgiven,
he died to make us good,
that we might go at last to heaven,
saved by his precious blood.. There was no other good enough
to pay the price of sin,
he only could unlock the gate
of heaven and let us in.. O dearly, dearly has he loved!
And we must love him too,
and trust in his redeeming blood,
and try his works to do."
259,S167, Fraction Anthem: The disciples knew the Lord Jesus,"ntiphon:
The disciples knew the Lord Jesus
in the breaking of the bread.. The bread which we break, alleluia,
is the communion of the body of Christ. [Ant.]. One body are we, alleluia,
for though many we share one bread. [Ant.]"
260,168," O sacred head, sore wounded",". O sacred head, sore wounded,
defiled and put to scorn;
O kingly head, surrounded
with mocking crown of thorn:
what sorrow mars thy grandeur?
Can death thy bloom deflower?
O countenance whose splendor
the hosts of heaven adore!. Thy beauty, long-desired,
hath vanished from our sight;
thy power is all expired,
and quenched the light of light.
Ah me! for whom thou diest,
hide not so far thy grace:
show me, O Love most highest,
the brightness of thy face.. In thy most bitter passion
my heart to share doth cry,
with thee for my salvation
upon the cross to die.
Ah, keep my heart thus moved
to stand thy cross beneath,
to mourn thee, well-beloved,
yet thank thee for thy death.. What language shall I borrow
to thank thee, dearest friend,
for this thy dying sorrow,
thy pity without end?
Oh, make me thine for ever!
and should I fainting be,
Lord, let me never, never,
outlive my love for thee.. My days are few, O fail not,
with thine immortal power,
to hold me that I quail not
in death's most fearful hour;
that I may fight befriended,
and see in my last strife
to me thine arms extended
upon the cross of life."
261,S168, Fraction Anthem: My flesh is food indeed,"ntiphon:
My flesh is food indeed,
and my blood is drink indeed, says the Lord.hose who eat my flesh and drink my blood
dwell in me and I in them. [Ant.]"
262,169," O sacred head, sore wounded",". O sacred head, sore wounded,
defiled and put to scorn;
O kingly head, surrounded
with mocking crown of thorn:
what sorrow mars thy grandeur?
Can death thy bloom deflower?
O countenance whose splendor
the hosts of heaven adore!. Thy beauty, long-desired,
hath vanished from our sight;
thy power is all expired,
and quenched the light of light.
Ah me! for whom thou diest,
hide not so far thy grace:
show me, O Love most highest,
the brightness of thy face.. In thy most bitter passion
my heart to share doth cry,
with thee for my salvation
upon the cross to die.
Ah, keep my heart thus moved
to stand thy cross beneath,
to mourn thee, well-beloved,
yet thank thee for thy death.. What language shall I borrow
to thank thee, dearest friend,
for this thy dying sorrow,
thy pity without end?
Oh, make me thine for ever!
and should I fainting be,
Lord, let me never, never,
outlive my love for thee.. My days are few, O fail not,
with thine immortal power,
to hold me that I quail not
in death's most fearful hour;
that I may fight befriended,
and see in my last strife
to me thine arms extended
upon the cross of life."
263,S169, Fraction Anthem: My flesh is food indeed,"y flesh is food indeed,
and my blood is drink indeed,
says the Lord.y flesh is food indeed,
and my blood is drink indeed,
says the Lord.hose who eat my flesh and drink my blood
dwell in me, and I in them.y flesh is food indeed,
and my blood is drink indeed,
says the Lord."
264,170," To mock your reign, O dearest Lord",". To mock your reign, O dearest Lord,
they made a crown of thorns;
set you with taunts along that road
from which no one returns.
They did not know, as we do now,
that glorious is your crown;
that thorns would flower upon your brow,
your sorrows heal our own.. In mock acclaim, O gracious Lord,
they snatched a purple cloak,
your passion turned, for all they cared,
into a soldier's joke.
They did not know, as we do now,
that though we merit blame
you will your robe of mercy throw
around our naked shame.. A sceptered reed, O patient Lord,
they thrust into your hand,
and acted out their grim charade
to its appointed end.
They did not know, as we do now,
though empires rise and fall,
your Kingdom shall not cease to grow
till love embraces all."
265,S170, Fraction Anthem: Whoever eats this bread,"ntiphon:
Whoever eats this bred will live for ever.. This is the true bread
which comes down from heaven
and gives life to the world. [Ant.]. Whoever believes in me
shall not hunger or thirst,
for the bread which I give
for the life of the world is my flesh [Ant.]"
266,171, Go to dark Gethsemane,". Go to dark Gethsemane,
ye that feel the tempter's power;
your Redeemer's conflict see,
watch with him one bitter hour;
turn not from his griefs away,
learn of Jesus Christ to pray.. Follow to the judgment hall;
view the Lord of life arraigned;
O the wormwood and gall!
O the pangs his souls sustained!
Shun not suffering, shame, or loss;
learn of him to bear the cross.. Calvary's mournful mountain climb;
there, adoring at his feet,
mark the miracle of time,
God's own sacrifice complete;
""It is finished!"" hear him cry;
learn of Jesus Christ to die."
267,S171, Fraction Anthem: Be known to us,"ntiphon:
Be known to us, Lord Jesus,
in the breaking of the bread. The bread which we break, alleluia,
is the communion of the body of Christ. [Ant.]. One body are we, alleluia,
for though many we share one bread. [Ant.]"
268,172, Were you there when they crucified my Lord?,". Were you there when they crucified my Lord?
Were you there when they crucified my Lord?
Oh!
Sometimes it causes me to tremble, tremble, tremble.
Were you there when they crucified my Lord?. Were you there when they nailed him to the tree?
Were you there when they nailed him to the tree?
Oh!
Sometimes it causes me to tremble, tremble, tremble.
Were you there when they nailed him to the tree?. Were you there when they pierced him in the side?
Were you there when they pierced him in the side?
Oh!
Sometimes it causes me to tremble, tremble, tremble.
Were you there when they pierced him in the side?. Were you there when they laid him in the tomb?
Were you there when they laid him in the tomb?
Oh!
Sometimes it causes me to tremble, tremble, tremble.
Were you there when they laid him in the tomb?"
269,S172, Fraction Anthem: Blessed are those who are called,"ntiphon:
Blessed are those who are called to the Supper of the Lamb.raise the Lord, all you nations; laud him, all you peoples.
For his loving-kindness toward us is great,
and the faithfulness of the Lord endures for ever. [Ant.]"
270,173, O sorrow deep!,
271,174, At the Lamb's high feast we sing,". At the Lamb's high feast we sing
praise to our victorious King,
who hath washed us in the tide
flowing from his pierced side;
praise we him, whose love divine
gives his sacred Blood for wine,
gives his Body for the feast,
Christ the victim, Christ the priest.. Where the Paschal blood is poured,
death's dark angel sheathes his sword;
Israel's hosts triumphant go
through the wave that drowns the foe.
Praise we Christ, whose blood was shed,
Paschal victim, Paschal bread;
with sincerity and love
eat we manna from above.. Mighty victim from on high,
hell's fierce powers beneath thee lie;
thou hast conquered in the fight,
thou hast brought us life and light:
now no more can death appall,
now no more the grave enthrall;
thou hast opened paradise,
and in thee thy saints shall rise.. Easter triumph, Easter joy,
these alone do sin destroy.
From sin's power do thou set free
souls newborn, O Lord, in thee.
Hymns of glory, songs of praise,
Father, unto thee we raise:
risen Lord, all praise to thee
with the Spirit ever be."
272,S174, Dismissals,"et us go forth in the name of Christ,
Thanks be to God.ro in peace to love and serve the Lord.
Thanks be to God.ret us go forth into the world,
rejoicing in the power of the Spirit.
Thanks be to God.ret us bless the Lord.
Thanks be to God."
273,175," Lo, the fair beauty of earth","efrain:
Hail thee, festival day!
blest day that art hallowed forever,
day whereon Christ arose,
breaking the kingdom of death. Lo, the fair beauty of earth,
from the death of the winter arising!
Every good gift of the year
now with its Master returns: [Refrain]. He who was nailed to the cross
is Lord and the ruler of nature;
all things created on earth
sing to the glory of God: [Refrain]. Daily the loveliness grows,
adorned with glory of blossom;
heaven her gates unbars,
flinging her increase of light: [Refrain]. Rise from the grave now, O Lord,
who art author of life and creation.
Treading the pathway of death,
life thou bestowest on all: [Refrain]. God the Creator, the Lord,
who rulest the earth and the heavens,
guard us from harm without,
cleanse us from evil within: [Refrain]. Jesus the health of the world,
enlighten our minds, thou Redeemer,
Son of the Father supreme,
only-begotten of God: [Refrain]. Spirit of life and of power,
now flow in us, fount of our being,
light that dost lighten all,
life that in all dost abide: [Refrain]. Praise to the Giver of good!
Thou Love who art author of concord,
pour out thy balm on our souls,
order our ways in thy peace: [Refrain]"
274,S175, Dismissals in Easter Season,"et us go forth in the name of Christ, alleluia,
alleluia.
Thanks be to God, alleluia,
alleluia.ro in peace to love and serve the Lord, alleluia,
alleluia.
Thanks be to God, alleluia,
alleluia.ret us go forth into the world,
rejoicing in the power of the Holy Spirit, alleluia,
alleluia.
Thanks be to God, alleluia,
alleluia,ret us bless the Lord, alleluia,
alleluia.
Thanks be to God, alleluia,
alleluia."
275,176, Over the chaos of the empty waters,
276,177, Over the chaos of the empty waters,
277,178, Jesus is Lord of all the earth,
278,179," ""Welcome, happy morning!"" age to age shall say",". ""Welcome, happy morning!"" age to age shall say:
hell today is vanquished, heaven is won today!
Lo! the dead is living, God for evermore!
Him their true Creator, all his works adore!efrain:
""Welcome, happy morning!"" age to age shall say.. Earth her joy confesses, clothing her for spring,
all fresh gifts returned with her returning King:
bloom in every meadow, leaves on every bough,
speak his sorrow ended, hail his triumph now. [Refrain]. Months in due succession, days of lengthening light,
hours and passing moments praise thee in their flight.
Brightness of the morning, sky and fields and sea,
Vanquisher of darkness, bring their praise to thee. [Refrain]. Maker and Redeemer, life and health of all,
thou from heaven beholding human nature's fall,
of the Father's Godhead true and only Son,
mankind to deliver, manhood didst put on. [Refrain]. Thou, of life the author, death didst undergo,
tread the path of darkness, saving strength to show;
come then, true and faithful, now fulfill thy word,
'tis thine own third morning! rise, O buried Lord! [Refrain]. Loose the souls long prisoned, bound with Satan's chain;
all that now is fallen raise to life again;
show thy face in brightness, bid the nations see;
bring again our daylight: day returns with thee! [Refrain]"
279,S179, A Song of Creation,". O all ye works of the Lord, bless ye the Lord;
praise him and magnify him for ever.. O ye angels of the Lord, bless ye the Lord;
praise him and magnify him for ever.. O ye heavens, bless ye the Lord;
O ye waters that be above the firmament, bless ye the Lord;. O all ye powers of the Lord, bless ye the Lord;
praise him and magnify him for ever.. O ye sun and moon, bless ye the Lord;
O ye stars of heaven, bless ye the Lord;. O ye showers and dew, bless ye the Lord;
praise him and magnify him for ever.. O ye winds of God, bless ye the Lord;
O ye fire and heat, bless ye the Lord;. O ye winter and summer, bless ye the Lord,
praise him and magnify him for ever.. O ye dews and frosts, bless ye the Lord;
O ye frost and cold, bless ye the Lord;0. O ye ice and snow, bless he the Lord;
praise him and magnify him for ever.1. O ye nights and days,bless ye the Lord;
O ye light and darkness, bless ye the Lord;2. O ye lightnings and clouds, bless ye the Lord;
praise him and magnify him for ever.3. O let the earth bless the Lord;
O ye mountains and hills, bless ye the Lord;4. O all ye green things upon the earth, bless ye the Lord;
praise him and magnify him for ever.5. O ye wells, bless ye the Lord;
O ye seas and floods, bless ye the Lord;6. O ye whales and all that move in the waters, bless ye the Lord;
praise him and magnify him for ever.7. O all ye fowls of the air, bless ye the Lord;
O all ye beast and cattle, bless ye the Lord;8. O ye children of men, bless ye the Lord;
praise him and magnify him for ever.9. O ye people of God, bless ye the Lord;
O ye priests of the Lord, bless ye the Lord;0. O ye servants of the Lord, bless ye the Lord;
praise him and magnify him for ever.1. O ye spirits and souls of the righteous, bless ye the Lord;
O ye holy and humble men of heart, bless ye the Lord.2 Let us bless the Father, the Son, and the Holy Spirit;
praise him and magnify him for ever."
