,Hymn Number,Hymn Title,Hymn Text
184,169,,
185,170, O How I Love Jesus,". There is a name I love to hear,
I love to sing its worth;
it sounds like music in my ear,
the sweetest name on earth.efrain:
O how I love Jesus,
O how I love Jesus,
O how I love Jesus,
because he first loved me!. It tells me of a Savior's love,
who died to set me free;
it tells me of his precious blood,
the sinner's perfect plea. [Refrain]. It tells of one whose loving heart
can feel my deepest woe;
who in each sorrow bears a part
that none can bear below. [Refrain]"
186,170,,
187,171, There's Something About That Name,
188,172," My Jesus, I Love Thee",". My Jesus, I love thee, I know thou art mine;
for thee all the follies of sin I resign.
My gracious Redeemer, my Savior art thou;
if ever I loved thee, my Jesus, 'tis now.. I love thee because thou hast first loved me,
and purchased my pardon on Calvary's tree;
I love thee for wearing the thorns on thy brow;
if ever I loved thee, my Jesus, 'tis now.. In mansions of glory and endless delight,
I'll ever adore thee in heaven so bright;
I'll sing with the glittering crown on my brow;
if ever I loved thee, my Jesus, 'tis now."
189,172,,
190,173," Christ, Whose Glory Fills the Skies",". Christ, whose glory fills the skies,
Christ, the true, the only light,
Sun of Righteousness, arise,
triumph o'er the shades of night;
Dayspring from on high, be near;
Daystar, in my heart appear.. Dark and cheerless is the morn
unaccompanied by thee;
joyless is the day's return,
till thy mercy's beams I see;
till they inward light impart,
cheer my eyes and warm my heart.. Visit then this soul of mine;
pierce the gloom of sin and grief;
fill me, Radiancy divine,
scatter all my unbelief;
more and more thyself display,
shining to the perfect day."
191,173,,
192,174, His Name is Wonderful,
193,175," Jesus, the Very Thought of Thee",". Jesus, the very thought of thee
with sweetness fills the breast;
but sweeter far thy face to see,
and in thy presence rest.. O hope of every contrite heart,
O joy of all the meek,
to those who fall, how kind thou art!
How good to those who seek!. But what to those who find? Ah, this
nor tongue nor pen can show;
the love of Jesus, what it is,
none but his loved ones know.. Jesus, our only joy be thou,
as thou our prize wilt be;
Jesus, be thou our glory now,
and through eternity."
194,175,,
195,176," Majesty, Worship His Majesty",
196,177, He Is Lord,"e is Lord, he is Lord!
He is risen from the dead and he is Lord!
Every knee shall bow, every tongue confess
that Jesus Christ is Lord."
197,177,,
198,178, Hope of the World,
199,178,,
200,179, O Sing a Song of Bethlehem,". O sing a song of Bethlehem,
of shepherds watching there,
and of the news that came to them
from angels in the air.
The light that shone on Bethlehem
fills all the world today;
of Jesus' birth and peace on earth
the angels sing alway.. O sing a song of Nazareth,
of sunny days of joy;
O sing of fragrant flowers' breath,
and of the sinless Boy.
For now the flowers of Nazareth
in every heart may grow;
now spreads the fame of his dear name
on all the winds that blow.. O sing a song of Galilee,
of lake and woods and hill,
of him who walked upon the sea
and bade the waves be still.
For though like waves on Galilee,
dark seas of trouble roll,
when faith has heard the Master's word,
falls peace upon the soul.. O sing a song of Calvary,
its glory and dismay,
of him who hung upon the tree,
and took our sins away.
For he who died on Calvary
is risen from the grave,
and Christ, our Lord, by heaven adored,
is mighty now to save."
201,179,,
202,180," O Jesus, My King and My Sovereign",
203,181, Ye Servants of God,". Ye servants of God, your Master proclaim,
and publish abroad his wonderful name;
the name all-victorious of Jesus extol,
his kingdom is glorious and rules over all.. God ruleth on high, almighty to save,
and still he is nigh, his presence we have;
the great congregation his triumph shall sing,
ascribing salvation to Jesus, our King.. ""Salvation to God, who sits on the throne!""
Let all cry aloud and honor the Son;
the praises of Jesus the angels proclaim,
fall down on their faces and worship the Lamb.. Then let us adore and give him his right,
all glory and power, all wisdom and might;
all honor and blessing with angels above,
and thanks never ceasing and infinite love."
204,181,,
205,182," Word of God, Come Down on Earth",
206,183," Jesu, Thy Boundless Love to Me"," Jesu, thy boundless love to me
no thought can reach, no tongue declare;
O knit my thankful heart to thee
and reign without a rival there.
Thine wholly, thine alone, I am;
be thou alone my constant flame. grant that nothing in my soul
may dwell, but thy pure love alone!
O may thy love possess me whole,
my joy, my treasure, and my crown.
Strange flames far from my soul remove,
my every act, word, thought, be love. Love, how cheering is thy ray!
All pain before thy presence flies!
Care, anguish, sorrow, melt away
where'er thy healing beams arise.
O Jesu, nothing may I see,
nothing hear, feel, or think, but thee!n suffering be thy love my peace,
in weakness be thy love my power;
and when the storms of life shall cease,
Jesu, in that important hour,
in death as life be thou my guide,
and save me, who for me hast died."
207,183b," Jesu, Thy Boundless Love to Me"," Jesu, thy boundless love to me
no thought can reach, no tongue declare;
O knit my thankful heart to thee
and reign without a rival there.
Thine wholly, thine alone, I am;
be thou alone my constant flame. grant that nothing in my soul
may dwell, but thy pure love alone!
O may thy love possess me whole,
my joy, my treasure, and my crown.
Strange flames far from my soul remove,
my every act, word, thought, be love. Love, how cheering is thy ray!
All pain before thy presence flies!
Care, anguish, sorrow, melt away
where'er thy healing beams arise.
O Jesu, nothing may I see,
nothing hear, feel, or think, but thee!n suffering be thy love my peace,
in weakness be thy love my power;
and when the storms of life shall cease,
Jesu, in that important hour,
in death as life be thou my guide,
and save me, who for me hast died."
208,184, Of the Father's Love Begotten," Of the Father’s love begotten, ere the worlds began to be,
he is Alpha and Omega, he the source, the ending he
of the things that are, that have been
and that future years shall see, evermore and evermore. O ye heights of heaven, adore him; angel hosts, his praises sing;
powers, dominions, bow before him, and extol our God and King;
let no tongue on earth be silent,
every voice in concert ring, evermore and evermore. Christ, to thee with God the Father, and, O Holy Ghost, to thee,
hymn and chant and high thanksgiving, and unwearied praises be:
honor, glory and dominion,
and eternal victory, evermore and evermore.men."
209,184,,
210,185, When Morning Gilds the Skies,". When morning gilds the skies
my heart awaking cries:
May Jesus Christ be praised!
Alike at work and prayer,
to Jesus I repair:
May Jesus Christ be praised!. The night becomes as day
when from the heart we say:
May Jesus Christ be praised!
The powers of darkness fear
when this sweet chant they hear:
May Jesus Christ be praised!. Let all the earth around
ring joyous with the sound:
May Jesus Christ be praised!
In heaven's eternal bliss
the loveliest strain is this:
May Jesus Christ be praised!. Be this, while life is mine,
my canticle divine:
May Jesus Christ be praised!
Be this th' eternal song
through all the ages long:
May Jesus Christ be praised!"
211,185,,
212,186, Alleluia,
213,187," Rise, Shine, You People",
214,188, Christ Is the World's Light,
215,188,,
216,189, Fairest Lord Jesus," Fairest Lord Jesus,
ruler of all nature,
O thou of God and man the Son,
thee will I cherish,
thee will I honor,
thou, my soul's glory, joy, and crown. Fair are the meadows,
fairer still the woodlands,
robed in the blooming garb of spring:
Jesus is fairer,
Jesus is purer,
who makes the woeful heart to sing. Fair is the sunshine,
fairer still the moonlight,
and all the twinkling starry host:
Jesus shines brighter,
Jesus shines purer
than all the angels heaven can boast. Beautiful Savior!
Lord of all the nations!
Son of God and Son of Man!
Glory and honor,
praise, adoration,
now and forevermore be thine."
217,189,,
218,190, Who Is He in Yonder Stall,". Who is he in yonder stall
at whose feet the shepherds fall?efrain:
'Tis the Lord, O wondrous story!
'Tis the Lord, the King of glory;
at his feet we humbly fall,
crown him, crown him Lord of all!. Lo, at midnight who is he
prays in dark Gethsemane? [Refrain]. Who is he in Calvary's throes
asks for blessings on his foes? [Refrain]. Who is he that from the grave
comes to heal and help and save? [Refrain]. Who is he that from yon throne
rules the world of light alone? [Refrain]"
219,190,,
220,191, Jesus Loves Me,
221,192, There's a Spirit in the Air,
222,192,,
223,193, Jesus! the Name High over All,". Jesus! the name high over all,
in hell or earth or sky;
angels and mortals prostrate fall,
and devils fear and fly.. Jesus! the name to sinners dear,
the name to sinners given;
it scatters all their guilty fear,
it turns their hell to heaven.. O that the world might taste and see
the riches of his grace!
The arms of love that compass me
would all the world embrace.. Thee I shall constantly proclaim,
though earth and hell oppose;
bold to confess thy glorious name
before a world of foes.. His only righteousness I show,
his saving truth proclaim;
'tis all my business here below
to cry, ""Behold the Lamb!"". Happy, if with my latest breath
I may but gasp his name,
preach him to all and cry in death,
""Behold, behold the Lamb!"""
224,193,,
225,194," Morning Glory, Starlit Sky",
226,195, Send Your Word,
227,196," Come, Thou Long-Expected Jesus",". Come, thou long expected Jesus,
born to set thy people free;
from our fears and sins release us,
let us find our rest in thee.
Israel's strength and consolation,
hope of all the earth thou art;
dear desire of every nation,
joy of every longing heart.. Born thy people to deliver,
born a child and yet a King,
born to reign in us forever,
now thy gracious kingdom bring.
By thine own eternal spirit
rule in all our hearts alone;
by thine all sufficient merit,
raise us to thy glorious throne."
228,196,,
229,197, Ye Who Claim the Faith of Jesus,
230,198, My Soul Gives Glory to My God,
231,199, Canticle of Mary,
232,200," Tell Out, My Soul",
233,200,,
234,201, Advent,
235,202," People, Look East",
236,203, Hail to the Lord's Anointed,". Hail to the Lord's Anointed,
great David's greater Son!
Hail in the time appointed,
his reign on earth begun!
He comes to break oppression,
to set the captive free;
to take away transgression,
and rule in equity.. He comes with succor speedy
to those who suffer wrong;
to help the poor and needy,
and bid the weak be strong;
to give them songs for sighing,
their darkness turn to light,
whose souls, condemned and dying,
are precious in his sight.. He shall come down like showers
upon the fruitful earth;
love, joy, and hope, like flowers,
spring in his path to birth.
Before him, on the mountains,
shall peace, the herald, go,
and righteousness, in fountains,
from hill to valley flow.. To him shall prayer unceasing
and daily vows ascend;
his kingdom still increasing,
a kingdom without end.
The tide of time shall never
his covenant remove;
his name shall stand forever;
that name to us is love."
237,203,,
238,204," Emmanuel, Emmanuel",
239,205, Canticle of Light and Darkness,
240,206, I Want to Walk as a Child of the Light,
241,207, Prepare the Way of the Lord,"repare the way of the Lord.
Prepare the way of the Lord,
and all people will see the salvation of our God."
242,207,,
243,208, Canticle of Zechariah (Benedictus),"esponse (Advent & General)
Hail to the Lord's Anointed, great David's greater Son."
244,208,,
245,209, Blessed Be the God of Israel," Blessed be the God of Israel, who comes to set us free,
who visits and redeems us, and grants us liberty.
The prophets spoke of mercy, of freedom and release;
God shall fulfill the promise to bring our people peace. Now from the house of David a child of grace is given;
a Savior comes among us to raise us up to heaven.
Before him goes the herald, forerunner in the way,
the prophet of salvation, the harbinger of day. On prisoners of darkness the sun begins to rise,
the dawning of forgiveness upon the sinner's eyes,
to guide the feet of pilgrims along the paths of peace;
O bless our God and Savior with songs that never cease!"
246,209,,
247,210, All Earth Is Waiting,
248,211," O Come, O Come, Emmanuel",
249,212, Psalm 24 (King James Version),"esponse 1: (Advent, All Saints & General)
Holy, holy, holy Lord God of Hosts!
Heaven and earth are full of your glory."
250,212, Psalm 24 (King James Version),
251,213," Lift Up Your Heads, Ye Mighty Gates"," Lift up your heads, ye mighty gates;
behold, the King of glory waits;
the King of kings is drawing near;
the Savior of the world is here! Fling wide the portals of your heart;
make it a temple, set apart
from earthly use for heaven's employ,
adorned with prayer and love and joy. Redeemer, come, with us abide;
our hearts to thee we open wide;
let us thy inner presence feel;
thy grace and love in us reveal. Thy Holy Spirit lead us on
until our glorious goal is won;
eternal praise, eternal fame
be offered, Savior, to thy name!"
252,213,,
253,214," Savior of the Nations, Come",
254,215, To a Maid Engaged to Joseph,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
255,215,,
256,216," Lo, How a Rose E'er Blooming",
257,217, Away in a Manger,". Away in a manger, no crib for a bed,
the little Lord Jesus laid down his sweet head.
The stars in the sky looked down where he lay,
the little Lord Jesus, asleep on the hay.. The cattle are lowing, the baby awakes,
but little Lord Jesus, no crying he makes;
I love thee, Lord Jesus, look down from the sky
and stay by my cradle till morning is nigh.. Be near me, Lord Jesus, I ask thee to stay
close by me forever, and love me, I pray;
bless all the dear children in thy tender care,
and fit us for heaven to live with thee there."
258,217,,
259,218, It Came upon the Midnight Clear,". It came upon the midnight clear,
that glorious song of old,
from angels bending near the earth
to touch their harps of gold:
""Peace on the earth, good will to men,
from heaven's all-gracious King.""
The world in solemn stillness lay,
to hear the angels sing.. Still through the cloven skies they come
with peaceful wings unfurled,
and still their heavenly music floats
o'er all the weary world;
above its sad and lowly plains,
they bend on hovering wing,
and ever o'er its Babel sounds
the blessed angels sing.. And ye, beneath life's crushing load,
whose forms are bending low,
who toil along the climbing way
with painful steps and slow,
look now! for glad and golden hours
come swiftly on the wing.
O rest beside the weary road,
and hear the angels sing!. For lo! the days are hastening on,
by prophet seen of old,
when with the ever-circling years
shall come the time foretold
when peace shall over all the earth
its ancient splendors fling,
and the whole world send back the song
which now the angels sing."
260,218,,
261,219, What Child Is This,". What child is this who, laid to rest,
on Mary's lap is sleeping?
Whom angels greet with anthems sweet,
while shepherds watch are keeping?
Refrain:
This, this is Christ the King,
whom shepherds guard and angels sing;
haste, haste to bring him laud,
the babe, the son of Mary.. Why lies he in such mean estate
where ox and ass are feeding?
Good Christians, fear, for sinners here
the silent Word is pleading.
(Refrain). So bring him incense, gold, and myrrh,
come, peasant, king, to own him;
the King of kings salvation brings,
let loving hearts enthrone him.
(Refrain)"
262,219,,
263,220, Angels from the Realms of Glory," Angels from the realms of glory,
wing your flight o'er all the earth;
ye who sang creation's story
now proclaim Messiah's birth:efrain:
Come and worship, come and worship,
worship Christ, the newborn king. Shepherds, in the field abiding,
watching o'er your flocks by night,
God with us is now residing;
yonder shines the infant light: [Refrain] Sages, leave your contemplations,
brighter visions beam afar;
seek the great Desire of nations;
ye have seen his natal star: [Refrain]. Saints, before the altar bending,
watching long in hope and fear;
suddenly the Lord, descending,
in his temple shall appear:
(Refrain)"
264,220,,
265,221, In the Bleak Midwinter,". In the bleak midwinter, frosty wind made moan,
earth stood hard as iron, water like a stone;
snow had fallen, snow on snow, snow on snow,
in the bleak midwinter, long ago.. Our God, heaven cannot hold him, nor earth sustain;
heaven and earth shall flee away when he comes to reign.
In the bleak midwinter a stable place sufficed
the Lord God Almighty, Jesus Christ.. Angels and archangels may have gathered there,
cherubim and seraphim thronged the air;
but his mother only, in her maiden bliss,
worshiped the beloved with a kiss.. What can I give him, poor as I am?
If I were a shepherd, I would bring a lamb;
if I were a Wise Man, I would do my part;
yet what I can I give him: give my heart."
266,221,,
267,222, Niño Lindo,
268,223," Break Forth, O Beauteous Heavenly Light"," Break forth, O beauteous heavenly light,
and usher in the morning;
O shepherds, shrink not with affright,
but hear the angel's warning.
This child, now weak in infancy,
our confidence and joy shall be,
the power of Satan breaking,
our peace eternal making. This night of wonder, night of joy,
was born the Christ, our brother;
he comes, not mighty to destroy,
to bid us love each other.
How could he quit his kingly state
for such a world of greed and hate?
What deep humiliation
secured the world's salvation! Come, dearest child, into our hearts,
and leave your crib behind you!
Let this be where the new life starts
for all who seek and find you.
To you the honor, thanks, and praise,
for all your gifts this time of grace;
come, conquer and deliver
this world, and us, forever."
269,223,,
270,224," Good Christian Friends, Rejoice"," Good Christian friends, rejoice
with heart and soul and voice;
give ye heed to what we say:
News, news!
Jesus Christ is born today!
Ox and ass before him bow,
and he is in the manger now.
Christ is born today,
Christ is born today! Good Christian friends, rejoice,
with heart and soul and voice;
now ye hear of endless bliss:
News, news!
Jesus Christ was born for this!
He hath opened heaven's door,
and ye are blest forevermore.
Christ was born for this,
Christ was born for this! Good Christian friends, rejoice,
with heart and soul and voice;
now ye need not fear the grave:
News, news!
Jesus Christ was born to save!
Calls you one and calls you all
to gain his everlasting hall.
Christ was born to save,
Christ was born to save!"
271,224,,
272,225, Canticle of Simeon,
273,226," My Master, See, the Time Has Come",
274,227, The Friendly Beasts," Jesus, our brother, strong and good,
was humbly born in a stable rude,
and the friendly beasts around him stood,
Jesus, our brother, strong and good. “I,” said the donkey, shaggy and brown,
“I carried his mother uphill and down,
I carried his mother to Bethlehem town;
I,” said the donkey, shaggy and brown. “I,” said the cow, all white and red,
“I gave him my manger for his bed,
I gave him hay to pillow his head;
I,” said the cow, all white and red. “I,” said the sheep with curly horn,
“I gave him my wool for his blanket warm,
he wore my coat on Christmas morn;
I,” said the sheep with curly horn. “I,” said the dove, from the rafters high,
“I cooed him to sleep that he should not cry,
we cooed him to sleep, my mate and I;
I,” said the dove, from the rafters high. Thus all the beasts, by some good spell,
in the stable dark were glad to tell
of the gifts they gave Emmanuel,
the gifts they gave Emmanuel."
275,227,,
276,228, He Is Born,"efrain:
He is born, the holy Child,
play the oboe and bagpipes merrily!
He is born, the holy Child,
sing we all of the Savior mild.efrain:
Il est né, le divin Enfant,
jouez hautbois rèsonnez musettes!
Il est né, le divin Enfant,
chantons tous son avènement! Thru long ages of the past,
prophets have foretold his coming;
thru long ages of the past,
now the time has come at last!(Refrain) O how lovely, O how pure
is this perfect child of heaven;
O how lovely, O how pure
gracious gift to humankind!(Refrain) Jesus, Lord of all the world,
coming as a child among us,
Jesus, Lord of all the world,
grant to us thy heavenly peace.(Refrain)"
277,228,,
278,229," Infant Holy, Infant Lowly",". Infant holy, infant lowly,
for his bed a cattle stall;
oxen lowing, little knowing,
Christ the babe is Lord of all.
Swift are winging angels singing,
noels ringing, tidings bringing:
Christ the babe is Lord of all.. Flocks were sleeping, shepherds keeping
vigil till the morning new
saw the glory, heard the story,
tidings of a gospel true.
Thus rejoicing, free from sorrow,
praises voicing, greet the morrow:
Christ the babe was born for you."
279,229,,
280,230, O Little Town of Bethlehem,". O little town of Bethlehem,
how still we see thee lie;
above thy deep and dreamless sleep
the silent stars go by.
Yet in thy dark streets shineth
the everlasting light;
the hopes and fears of all the years
are met in thee tonight.. For Christ is born of Mary,
and gathered all above,
while mortals sleep, the angels keep
their watch of wondering love.
O morning stars together,
proclaim the holy birth,
and praises sing to God the King,
and peace to all on earth!. How silently, how silently,
the wondrous gift is given;
so God imparts to human hearts
the blessings of his heaven.
No ear may hear his coming,
but in this world of sin,
where meek souls will receive him, still
the dear Christ enters in.. O holy Child of Bethlehem,
descend to us, we pray;
cast out our sin, and enter in,
be born in us today.
We hear the Christmas angels
the great glad tidings tell;
O come to us, abide with us,
our Lord Emmanuel!"
281,230b, O Little Town of Bethlehem,". O little town of Bethlehem,
how still we see thee lie;
above thy deep and dreamless sleep
the silent stars go by.
Yet in thy dark streets shineth
the everlasting light;
the hopes and fears of all the years
are met in thee tonight.. For Christ is born of Mary,
and gathered all above,
while mortals sleep, the angels keep
their watch of wondering love.
O morning stars together,
proclaim the holy birth,
and praises sing to God the King,
and peace to all on earth!. How silently, how silently,
the wondrous gift is given;
so God imparts to human hearts
the blessings of his heaven.
No ear may hear his coming,
but in this world of sin,
where meek souls will receive him, still
the dear Christ enters in.. O holy Child of Bethlehem,
descend to us, we pray;
cast out our sin, and enter in,
be born in us today.
We hear the Christmas angels
the great glad tidings tell;
O come to us, abide with us,
our Lord Emmanuel!"
282,231, Christmas,
283,232, When Christmas Morn is Dawning,
284,233, Cold December Flies Away,
285,234," O Come, All Ye Faithful",". O come, all ye faithful, joyful and triumphant,
O come ye, O come ye, to Bethlehem.
Come and behold him, born the King of angels;. Adeste, fideles, laeti triumphantes;
venite, venite in Bethlehem.
Natum videte Regem angelorum.efrain:
O come, let us adore him, O come, let us adore him,
O come, let us adore him, Christ the Lord.efrain:
Venite adoremus, venite adoremus,
venite adoremus, Dominum.. True God of true God, Light from Light Eternal,
lo, he shuns not the Virgin's womb;
Son of the Father, begotten, not created;
(Refrain). Sing, choirs of angels, sing in exultation;
O sing, all ye citizens of heaven above!
Glory to God, all glory in the highest;
(Refrain). See how the shepherds, summoned to his cradle,
leaving their flocks, draw nigh to gaze;
we too will thither bend our joyful footsteps;
(Refrain). Child, for us sinners poor and in the manger,
we would embrace thee with love and awe.
Who would not love thee, loving us so dearly?
(Refrain). Yea, Lord, we greet thee, born this happy morning,
Jesus, to thee be all glory given.
Word of the Father, now in flesh appearing:
(Refrain)"
286,234,,
287,235," Rock-a-Bye, My Dear Little Boy",
288,236, While Shepherds Watched Their Flocks,". While shepherds watched their flocks by night,
all seated on the ground,
the angel of the Lord came down,
and glory shone around,
and glory shone around.. ""Fear not!"" said he, for mighty dread
had seized their troubled mind.
""Glad tidings of great joy I bring
to all of humankind,
to all of humankind.. ""To you, in David's town, this day
is born of David's line
a Savior, who is Christ the Lord,
and this shall be the sign,
and this shall be the sign:. ""The heavenly babe you there shall find
to human view displayed,
all meanly wrapped in swathing bands,
and in a manger laid,
and in a manger laid."". Thus spake the seraph and forthwith
appeared a shining throng
of angels praising God on high,
who thus addressed their song,
who thus addressed their song:. ""All glory be to God on high,
and to the earth be peace;
good will henceforth from heaven to earth
begin and never cease,
begin and never cease!""-------------------------------------------------------------------------------"
289,236b, While Shepherds Watched Their Flocks,". While shepherds watched their flocks by night,
all seated on the ground;
the angel of the Lord came down,
and glory shone around,
and glory shone around.. ""Fear not!"" said he, for mighty dread
had seized their troubled mind.
""Glad tidings of great joy I bring
to all of humankind,
to all of humankind."". ""To you, in David's town, this day
is born of David's line
a Savior, who is Christ the Lord,
and this shall be the sign,
and this shall be the sign:"". ""The heavenly babe you there shall find
to human view displayed,
all meanly wrapped in swathing bands,
and in a manger laid,
and in a manger laid."". Thus spake the seraph and forthwith
appeared a shining throng
of angels praising God on high,
who thus addressed their song,
who thus addressed their song:. ""All glory be to God on high,
and to the earth be peace;
good will henceforth from heaven to earth
begin and never cease,
begin and never cease!""-------------------------------------------------------------------------------"
290,237, Sing We Now of Christmas," Sing we now of Christmas, Noel, sing we here!
Hear our grateful praises to the babe so dear.efrain:
Sing we Noel, the King is born, Noel!
Sing we now of Christmas, sing we now Noel! Angels called to shepherds, ""Leave your flocks at rest,
journey forth to Bethlehem, find the child so blest."" (Refrain) In Bethlehem they found him; Joseph and Mary mild,
seated by the manger, watching the holy child. (Refrain) From the eastern country came the kings afar,
bearing gifts to Bethlehem, guided by a star. (Refrain) Gold and myrrh they took there, gifts of greatest price;
there was never a stable so like paradise. (Refrain)"
291,237,,
292,238, Angels We Have Heard on High," Angels we have heard on high
sweetly singing o’er the plains,
and the mountains in reply
echoing their joyous strains.efrain:
Gloria, in excelsis Deo!
Gloria, in excelsis Deo! Shepherds, why this jubilee?
Why your joyous strains prolong?
What the gladsome tidings be
which inspire your heavenly song? (Refrain) Come to Bethlehem and see
Christ whose birth the angels sing;
come, adore on bended knee,
Christ the Lord, the newborn King. (Refrain) See him in a manger laid,
whom the choirs of angels praise;
Mary, Joseph, lend your aid,
while our hearts in love we raise. (Refrain)"
293,238,,
294,239," Silent Night, Holy Night",". Silent night, holy night,
all is calm, all is bright
round yon virgin
mother and child.
Holy infant, so tender and mild,
sleep in heavenly peace,
sleep in heavenly peace.. Stille Nacht, heilige Nacht!
Alles schläft, einsam wacht
nur das traute hochheilige Paar,
Holder Knabe mit lockigem Haar,
schlaf im himmlischer Ruh,
schlaf im himmlischer Ruh.. Silent night, holy night,
shepherds quake at the sight;
glories stream from heaven afar,
heavenly hosts sing Alleluia!
Christ the Savior is born,
Christ the Savior is born!. Silent night, holy night,
Son of God, love's pure light;
radiant beams from thy holy face
with the dawn of redeeming grace,
Jesus, Lord, at thy birth,
Jesus, Lord, at thy birth.. Silent night, holy night,
wondrous star, lend thy light;
with the angels let us sing,
Alleluia to our King;
Christ the Savior is born,
Christ the Savior is born!"
295,239,,
296,240, Hark! the Herald Angels Sing,". Hark! the herald angels sing,
""Glory to the new-born King;
peace on earth, and mercy mild,
God and sinners reconciled!""
Joyful, all ye nations, rise,
join the triumph of the skies;
with th'angelic host proclaim,
""Christ is born in Bethlehem!""
Hark! the herald angels sing,
""Glory to the new born King!"". Christ, by highest heaven adored;
Christ, the everlasting Lord;
late in time behold him come,
offspring of a virgin's womb.
Veiled in flesh the Godhead see;
hail th' incarnate Deity,
pleased with us in flesh to dwell,
Jesus, our Emmanuel.
Hark! the herald angels sing,
""Glory to the new-born King!"". Hail the heaven-born Prince of Peace!
Hail the Sun of Righteousness!
Light and life to all he brings,
risen with healing in his wings.
Mild he lays his glory by,
born that we no more may die,
born to raise us from the earth,
born to give us second birth.
Hark! the herald angels sing,
""Glory to the new born King!"""
297,240,,
298,241, That Boy-Child of Mary,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
299,241,,
300,242, Love Came Down at Christmas,"
Love came down at Christmas, Love all lovely, Love divine;
Love was born at Christmas; star and angels gave the sign.
Worship we the Godhead, Love incarnate, Love divine;
worship we our Jesus, but wherewith for sacred sign?
Love shall be our token; love be yours and love be mine;
love to God and all men, love for plea and gift and sign."
301,242,,
302,243, De Tierra Lejana Venimos,
303,244, 'Twas in the Moon of Wintertime,
304,245, The First Noel," The first Noel the angel did say
was to certain poor shepherds in fields as they lay;
in fields where they lay keeping their sheep,
on a cold winter's night that was so deep.efrain:
Noel, Noel, Noel, Noel,
born is the King of Israel. They looked up and saw a star
shining in the east, beyond them far;
and to the earth it gave great light,
and so it continued both day and night.
(Refrain) And by the light of that same star
three Wise Men came from country far;
to seek for a king was their intent,
and to follow the star wherever it went. [Refrain] This star drew nigh to the northwest,
o'er Bethlehem it took its rest;
and there it did both stop and stay,
right over the place where Jesus lay. [Refrain] Then entered in those Wise Men three,
full reverently upon the knee,
and offered there, in his presence,
their gold and myrrh and frankincense. [Refrain]"
305,245,,
306,246, Joy to the World,". Joy to the world, the Lord is come!
Let earth receive her King;
let every heart prepare him room,
and heaven and nature sing,
and heaven and nature sing,
and heaven, and heaven, and nature sing.. Joy to the world, the Savior reigns!
Let all their songs employ;
while fields and floods, rocks, hills, and plains
repeat the sounding joy,
repeat the sounding joy,
repeat, repeat the sounding joy.. No more let sins and sorrows grow,
nor thorns infest the ground;
he comes to make his blessings flow
far as the curse is found,
far as the curse is found,
far as, far as the curse is found.. He rules the world with truth and grace,
and makes the nations prove
the glories of his righteousness,
and wonders of his love,
and wonders of his love,
and wonders, wonders of his love."
307,246,,
308,247," O Morning Star, How Fair and Bright",". O Morning Star, how fair and bright
thou beamest forth in truth and light,
O Sovereign meek and lowly!
Thou Root of Jesse, David's Son,
my Lord and Master, thou hast won
my heart to serve thee solely!
Thou art holy,
fair and glorious, all-victorious,
rich in blessing,
rule and might o'er all possessing.. Thou heavenly Brightness! Light divine!
O deep within my heart now shine,
and make thee there an altar!
Fill me with joy and strength to be
thy member, ever joined to thee
in love that cannot falter;
toward thee longing
doth possess me; turn and bless me;
here in sadness
eye and heart long for thy gladness! What joy to know, when life is past,
the Lord we love is first and last,
the end and the beginning!
He will one day, O glorious grace,
transport us to that happy place
beyond all tears and sinning!
Amen! Amen!
Come, Lord Jesus! Crown of gladness,
we are yearning
for the day of your returning."
309,247,,
310,248, On This Day Earth Shall Ring,". On this day earth shall ring
with the song children sing
to the Lord, Christ our King,
born on earth to save us;
him the Father gave us.efrain:
Ideo-o-o, ideo-o-o,
ideo gloria in excelsis Deo!. His the doom, ours the mirth;
when he came down to earth,
Bethlehem saw his birth;
ox and ass beside him
from the cold would hide him.
(Refrain). God's bright star, o'er his head,
Wise Men three to him led;
kneel they low by his bed,
lay their gifts before him,
praise him and adore him.
(Refrain). On this day angels sing;
with their song earth shall ring,
praising Christ, heaven's King,
born on earth to save us;
peace and love he gave us.
(Refrain)"
311,248,,
